ID,Status,Requested,ER - Priority,Subject,Request Status,Organization,Updated,Submitted Priority,RequestOverview,ER,Sentiment,Status,Commited version,Strategic,Impact,Technical,Resource,Market,Total
1412038,Open,11/14/2023 18:15,,Feature Request - Streamline KB attachment to case in Salesforce,(2) Product Management Review,Sysdig,5/16/2024 12:49,Normal,"Jose Escobar requested a feature enhancement to streamline the process of attaching a Knowledge Base (KB) article to a case in Salesforce. He suggested prepopulating the dropdown menu with the active case to simplify the process. Ab Aly from RightAnswers Support acknowledged the request, raised it internally, and communicated that it was being reviewed by the product team. Jose later agreed to close the support case, requesting to be informed if the feature becomes available.","Jose Escobar requested the enhancement of the Salesforce interface to automatically prepopulate the case dropdown menu with the active case when attaching a KB article, to improve efficiency and reduce errors.",Neutral,,,,,,,,0
1415779,Open,11/20/2023 14:43,Medium,Bulk Mapping of fields between customized templates,(4a) Under Consideration (Not Planned),Aeven A/S,6/23/2025 5:29,Normal,"Felipe Fernandes from Product Management followed up on a previous enhancement request regarding the behavior of custom templates in a solution template field. The issue is that content is copied over incorrectly when switching templates, and the expected behavior is for specific fields to map correctly to allow bulk updates without manual adjustments. Siva Prasath Sivakumar inquired about the current status of this request on the roadmap.","The enhancement request is to ensure that when switching from one custom template to another, the specific fields map correctly to prevent content from being copied over incorrectly. This would facilitate bulk updates without requiring manual edits.",Neutral,,,,,,,,0
1421669,Open,11/29/2023 19:01,Low,29. Add date filter to the User Feedback Tracking Screen,(4a) Under Consideration (Not Planned),United Services Automobile Association [USAA],5/20/2025 11:17,Low,"Angie Bernacet requested an enhancement for the User Feedback Tracking system to include a date filter, which would improve usability for authors with numerous solutions. Ahmed Hesham Abdelsalam from support requested additional information to understand the business impact and current workaround. Angie provided the necessary details, and Ahmed confirmed the request was forwarded to the product team for review.",The enhancement request is to add a date filter to the User Feedback Tracking screen to improve usability for authors who manage a large number of solutions.,Positive,Accepted,Planned for 2026R2,2,3,3,3,1,11
1422334,Open,11/30/2023 15:47,,Require comment when someone flags a solution in Solution Manager,(2) Product Management Review,"Paychex, Inc.",5/16/2024 12:36,Normal,"John Quinmore reopened a request regarding the Solution Manager feature, specifically to require a comment when a solution is flagged. The previous request (544246) was closed, but the issue persists. Youssef Omar acknowledged the request, ensured all necessary information was collected, and forwarded it to the product team for consideration in the product roadmap.","The enhancement request is to make it mandatory for users to provide a comment when they flag a solution in the Solution Manager, similar to the existing requirement when flagging from the portal side.",Neutral,,"This is done for the duplicate detection flag, should be simple to add this behavior to the product",2,,,,,2
1422350,Open,11/30/2023 16:02,,Tooltip/ hover option for RA portal admin reports that describes the purpose and criteria,(2) Product Management Review,"Paychex, Inc.",5/16/2024 12:36,Low,"John Quinmore requested a tooltip/hover feature for out-of-box reports in Portal Admin to describe the report's purpose and criteria. Ahmed Hesham Abdelsalam gathered additional information from John, confirming the need for easier report navigation and noting the current manual process of opening each report. The request was submitted for review by the product management team.","The enhancement request is to add a tooltip/hover feature for out-of-box reports in Portal Admin, providing users with insights into the report's purpose and criteria without needing to open each report.","Neutral to slightly positive, as the customer appreciates the support but is awaiting a resolution.",,,3,,,,,3
1422358,Open,11/30/2023 16:10,,Remove articles that are in archived status (or possibly other statuses like Not Published) from user Favorites,(2) Product Management Review,"Paychex, Inc.",5/16/2024 12:35,Low,"John Quinmore requested that articles in Archived or Not Published status be removed from users' favorites lists or indicated as not viewable. The request was logged with internal tracking number ITES-3344. Youssef Omar acknowledged the request, confirmed all necessary information was received, and forwarded it to the product team for consideration.",The request is to modify the system so that articles with Archived or Not Published status are automatically removed from users' favorites lists or clearly marked as not viewable by users.,Neutral,,"Flagged, so user can at least understand what is happening and manually remove",3,,,,,3
1422373,Open,11/30/2023 16:22,,"Report that shows all taxonomies by portal, and whether or not the taxonomies are active",(2) Product Management Review,"Paychex, Inc.",5/16/2024 12:35,Low,"John Quinmore requested a report that lists taxonomies, sub-taxonomies, and the user groups where these taxonomies are active. Ahmed Hesham Abdelsalam from UplandSoftware Support engaged with John to clarify the requirements and gather additional information. John confirmed the need for a report showing the link between taxonomies and user groups. Ahmed collected further details through a questionnaire and submitted the request to the product team for review.","The request is for a report that displays a full list of taxonomies and second-level taxonomies, along with the user groups that have these taxonomies active.","The overall sentiment is positive and cooperative, with no urgency expressed by the customer.",,,,,,,,0
1423084,Open,12/1/2023 13:58,,Ability to impersonate users in portals and Solution Manager for troubleshooting purposes,(2) Product Management Review,"Paychex, Inc.",5/16/2024 12:34,Normal,"John Quinmore from Paychex submitted a request for an admin impersonation feature similar to ServiceNow, which would allow administrators to view and experience the system as other users do. This feature is aimed at improving troubleshooting processes. Ahmed Hesham Abdelsalam from support collected additional information and forwarded the request to the product team for review.","The request is for an enhancement that allows administrators to impersonate users within the system, providing them with the same access, rights, and user experience as the impersonated user to facilitate troubleshooting.",Positive,,"This already exists but for support, but not done to be used by customer, I guess",1,,,,,1
1423092,Open,12/1/2023 14:07,Medium,Last Viewed Date added to visible metadata for solutions in Solution Manager,(2) Product Management Review,"Paychex, Inc.",5/16/2024 12:33,Low,"John Quinmore from Paychex requested to add the 'Last Viewed Date' to the visible metadata in Solution Manager to easily track when solutions were last accessed. Youssef Omar acknowledged the request, summarized it, and forwarded it to the product management team for review and potential inclusion in the product roadmap.","The request is to enhance Solution Manager by adding a 'Last Viewed Date' field to the visible metadata, which would allow users to quickly see when a solution was last accessed, aiding in audits and reviews.",Neutral,,,4,,,,,4
1423117,Open,12/1/2023 14:20,,Linked solution warning when archiving a solution should not trigger if all linked solutions are archived,(2) Product Management Review,"Paychex, Inc.",5/16/2024 12:33,Low,John Quinmore requested to prevent the linked solution warning from triggering if all other linked solutions are already archived. Ahmed Hesham Abdelsalam from support asked for additional details to better understand the request and confirmed that the request has been forwarded to the product team for review.,The request is to modify the system so that the linked solution warning does not trigger when all linked solutions are archived.,Neutral,,,,,,,,0
1423149,On-hold,12/1/2023 14:46,,Ability to change the order of fields in custom templates,(4b) Accepted / On Roadmap,"Paychex, Inc.",4/1/2025 9:05,Low,"John Quinmore requested the ability to reorder fields in custom templates, as currently, new fields can only be added to the bottom. Ahmed Hesham Abdelsalam gathered additional information and submitted the request to the product team. Felipe Fernandes later informed John that the enhancement was being worked on and expected in the 2024R1 release. However, due to technical limitations, the issue was put on hold with no confirmed release date.","The request is to enable users to change the order of fields in custom templates, allowing for better organization and flow of information.",The overall sentiment is neutral to slightly negative due to the delay and uncertainty in the release of the requested feature.,,Should be rejeced - Technically blocked,5,5,,,,10
1423159,Open,12/1/2023 14:53,,Automatically clear flag on a solution if status is changed to Archived,(2) Product Management Review,"Paychex, Inc.",5/16/2024 12:32,Low,John Quinmore submitted a request to clear a flag when the status of a solution is changed to Archived. Ahmed Hesham Abdelsalam from support requested additional information from John and then forwarded the request to the product team for review.,The request is to automatically clear a flag when the status of a solution is changed to Archived.,Neutral,,Why? Is it still showing in flagged solution reports?,2,,,,,2
1431416,Open,12/13/2023 18:21,,Solution Manager option to identify/highlight culturally sensitive words/phrases with alternatives,(2) Product Management Review,"Paychex, Inc.",5/16/2024 12:32,Normal,John Quinmore submitted a request to implement a feature in the Solution Manager that identifies culturally sensitive or inappropriate words and suggests alternatives. The request includes examples like 'master/slave' and 'male/female'. Youssef Omar instructed to check the provided information and raise it to the product team. Ahmed Hesham Abdelsalam asked John for additional details and confirmed the request was sent to the product team for review.,"The request is to develop a feature in the Solution Manager that detects culturally sensitive or inappropriate words/phrases and suggests alternatives, similar to a spell checker or quality check.","The overall sentiment is neutral to positive, with a focus on enhancing the product. There is no indication of urgency from the customer.",,,1,,,,,1
1431540,Open,12/13/2023 20:29,Medium,RA API for resolved comments,(2) Product Management Review,Comcast Cable National Customer Operations,8/11/2025 8:58,High,"The customer requested enhancements to the RA API to support additional resolution categories and functionalities. Initially, the API only supported 'Answer to Question' as a resolution type. The customer requested support for 'Knowledge Updated' and 'Others' resolution types, along with the ability to indicate resolved status in the API response. They also requested email notifications to be sent to the original user who started the comment thread. The request was discussed in meetings and raised as an enhancement request. Over time, additional requirements were added, including pushing comments and the last comment as notifications. The request was eventually processed through JIRA and marked as completed.","Enhance the RA API to support the 'Knowledge Updated' resolution category in the POST /comments/resolve/{commentID} endpoint. Add a resolved status field in the GET /comments/ API response, and send resolution notifications to the original user who started the thread. Extend the API to return the entire comment thread, including the last comment, for integration with a feature to automate user feedback via notifications.","The overall sentiment was urgent and persistent, with the customer emphasizing the importance of the enhancement for their operations.",,,,,,,,0
1432311,On-hold,12/14/2023 17:53,,RightAnswers X Autosearch with custom term not on site,(4a) Under Consideration (Not Planned),Fiserv/First Data Corporation,9/18/2024 5:41,Low,"Nicholis Priester from Fiserv requested a feature to implement a custom search term, such as 'BillerTop10', that would automatically search specific keywords when agents visit certain sites, despite differences in IDs and classes. The request was acknowledged by Youssef Omar and Felipe Fernandes, who confirmed the understanding of the requirements and communicated that the request was sent to the product team for consideration. The product team is investigating the feasibility and configuration aspects of the request.","The request is to implement a feature that allows a predefined keyword to be automatically used in searches when visiting specific sites, regardless of the site's DOM structure, to enhance agent workflow.",Positive,,,,,,,,0
1434836,Open,12/18/2023 22:25,,RFE: Improve 'Did you mean' functionality with a (better?) AI tool,(2) Product Management Review,PAR Technology,5/16/2024 12:29,Low,"A customer reported an issue with the 'Did You Mean' functionality in the search engine, where searches for 'Zaxby' resulted in unhelpful suggestions. The customer also noted that the suggestions do not improve search results and questioned the underlying dictionary and synonym usage. The support team acknowledged the issue, initiated an investigation, and requested additional information from the customer to assess the enhancement request.","The customer requests an enhancement to the 'Did You Mean' functionality to provide more accurate and helpful suggestions, potentially utilizing a more advanced AI-driven engine. They are interested in understanding the current dictionary and synonym usage and suggest improvements to make the feature more valuable.",Neutral with low urgency,,,,,,,,0
1435188,Open,12/19/2023 14:25,,Ability to update the Text to display field in a solution when a linked solution title is updated,(2) Product Management Review,"Paychex, Inc.",5/16/2024 12:32,Low,"John Quinmore submitted a request to update the Text to display field in article links automatically when the linked article's title is updated. Ahmed Hesham Abdelsalam from support acknowledged the request, asked for additional information, and confirmed that the request has been forwarded to the product team for review.","The request is to enable automatic updates of the Text to display field in article links when the linked article's title is changed, or to flag articles for manual updates if the field matches the updated title.",Neutral,,,,,,,,0
1436277,Open,12/20/2023 18:43,,RightAnswers make refresh date options more configurable,(2) Product Management Review,"Paychex, Inc.",5/16/2024 12:31,Low,"John Quinmore from Paychex submitted a request regarding the configuration of refresh dates for articles. He wants the ability to set refresh dates as a required field and to adjust them to less than a year from creation. Additionally, he wants to ensure that refresh dates are updated only when they are in the past. The current system applies a uniform policy across all workgroups, which is causing confusion. Ahmed Hesham Abdelsalam from support acknowledged the request and forwarded it to the product team for review.","The request is to enable configuration of refresh date policies by workgroup, making refresh dates a required field, and allowing adjustments to refresh dates to be less than a year from creation. This aims to address the issue of uniform policies causing confusion among different workgroups.",Neutral,,,1,,,,,1
1436302,Open,12/20/2023 19:06,,Enhancements to Favorites feature in RA portals,(2) Product Management Review,"Paychex, Inc.",5/16/2024 12:31,Normal,"John Quinmore from Paychex submitted an enhancement request for the RightAnswers Knowledge Portal Favorites section. The request includes organizing solutions by views, saving solutions in folders, seeing common favorites among organization members, adding custom categories, and exporting the favorites list. Ab Aly from support acknowledged the request, asked for additional information, and forwarded it to the product team for review.","Enhance the RightAnswers Knowledge Portal Favorites section to allow users to organize solutions by views, save and organize solutions in folders, view common favorites among organization members, add custom categories, and export the favorites list.",Neutral with a sense of urgency for improved functionality.,,,1,,,,,1
1436313,Open,12/20/2023 19:14,,Short cut panels in RightAnswers - ability to make panels reuseable across groups,(2) Product Management Review,"Paychex, Inc.",8/8/2025 20:31,Normal,"John Quinmore submitted an enhancement request (ID ITES-3549) to allow shortcut panels to be reused across different sections without recreating them. The request was submitted for review by Mohamed Gamal Elsayed, who instructed the support and product management teams to handle it. John later inquired about the status of the request, noting it had not been acknowledged.","The request is to enable shortcut panels to be created once and then selected from a dropdown menu for use in multiple sections or portals, eliminating the need to recreate them multiple times.",Frustrated due to lack of acknowledgment and urgency in resolving the request.,,,,,,,,0
1439163,Open,12/27/2023 19:16,,Solutions got deleted suddenly,(2) Product Management Review,"Peckham, Inc.",6/5/2025 9:28,Urgent,"Roxanna Cabrera-Valdes from NPIC Lansing reported that several NPIC articles had disappeared from the Solution Manager. The issue was escalated due to its impact on their call center operations. Youssef Omar from RightAnswers Support investigated and discovered that a bulk edit operation, mistakenly executed by Roxanna's account, had deleted 200 solutions. The solutions were restored by the support team, but they were initially not searchable. After further investigation and manual intervention, the solutions were made searchable again. Roxanna requested a feature for a deleted or trash bin to prevent future issues.","The customer requests an enhancement to the Solution Manager to include a deleted or trash bin feature, allowing users to restore deleted solutions themselves in case of accidental deletions.",Urgent and appreciative,,,,,,,,0
1441576,Open,1/2/2024 21:07,,Right Answers: Enhancement when unpublishing pages,(2) Product Management Review,"The Goldman Sachs Group, Inc.",5/29/2025 16:23,Normal,"Mark Johnson from Goldman Sachs reported a defect in the Right Answers production environment where archived pages marked as 'favourites' are still visible. Shelly Lindstrom requested a support ticket be opened. Ab Aly from RightAnswers acknowledged the issue and requested further details, including a recording or a call to discuss the defect. A Zoom meeting was scheduled to demonstrate the issue. The support team is investigating and will update the client. The request has been forwarded to the product team for consideration on the product roadmap.","The request is to fix a defect where archived pages that are marked as 'favourites' are still visible in the production environment, which should not happen.",Concerned and urgent,,,,,,,,0
1460646,Open,1/31/2024 23:43,,RFE: Improve analytics for when a user edits an article they didn't author,(2) Product Management Review,PAR Technology,3/29/2024 17:31,Normal,"The customer submitted a request for an enhancement to the current knowledge management system. The main issue is with how credit for article views and solves is attributed to authors, especially when articles are edited by others. The customer provided detailed background and proposed solutions, including maintaining an immutable 'created by' field and offering options for author attribution during revisions. The request was acknowledged by Sakshi Jindal, who confirmed it was forwarded to the product team for consideration.","The request is to enhance the knowledge management system by introducing a 'created by' field that remains unchanged even when articles are revised. Additionally, the system should prompt users to decide whether to retain the original author or update to the revision's author upon publishing. The customer also requests the ability to filter and report based on the 'created by' field.","The customer sentiment appears to be neutral to slightly positive, as they provided detailed feedback and suggestions for improvement. The urgency is moderate, as the request is framed as an enhancement rather than a critical issue.",,,,,,,,0
1465886,On-hold,2/8/2024 15:33,,Remove Boost from Solution Manager,(4a) Under Consideration (Not Planned),Fiserv/First Data Corporation,6/23/2025 6:26,Low,"Nicholis Priester requested the removal of the search boost function from Solution Manager, citing that it is no longer necessary due to improvements in SOLR and neural networks. The request was acknowledged by Ab Aly from RightAnswers Support and forwarded to the product management team for review. Siva Prasath Sivakumar later provided an update, indicating that the request has been added to the list of ideas for potential future implementation.","The request is to remove the search boost function from Solution Manager, including disabling all related features and options, such as hiding solutions boost for author roles, especially after the removal of Lucene.",Neutral to Positive,,,,,,,,0
1522081,Closed,5/3/2024 16:14,Low,30. (EKM/PNC) Request for a new widget/tile on the Support Agent Home Page,(4a) Under Consideration (Not Planned),United Services Automobile Association [USAA],5/20/2025 11:17,Low,"Angie Bernacet requested a new feature to add a section on the main support agent landing page that shows personal 'most used solutions' for easier access. Bishoy Hany from support responded with a request for additional information, which Angie provided. The request was then forwarded to the product team for consideration.",The request is to add a new section on the main support agent landing page that displays the user's personal 'most used solutions' to improve user experience by providing quick access to frequently used solutions.,Positive,Rejected,,,,,,,0
1522086,Closed,5/3/2024 16:20,Low,31. EKM/PNC Request for Updates to Collapsible Sections,(4a) Under Consideration (Not Planned),United Services Automobile Association [USAA],5/20/2025 11:16,Low,"Angie Bernacet requested an update to the collapsible sections feature in the support agent interface to ensure that it is clear when a solution has collapsible sections and that the 'Control F' function works to find content within these sections. Bishoy Hany from the support team responded, asking for additional information to better understand the request. Angie provided the necessary details, and Bishoy confirmed that the request was forwarded to the product team for consideration.",The request is to update the collapsible sections in the support agent interface so that it is evident when a solution contains collapsible sections and to ensure that the 'Control F' function can search within these sections.,Neutral,Rejected,,,,,,,0
1470103,Open,2/14/2024 19:11,,Workflow Reporting in Upland Analytics,(2) Product Management Review,Fiserv/First Data Corporation,6/23/2025 6:23,Low,"Nicholis Priester requested more detailed reporting on workflows, specifically to track how many executions an individual has approved. The request was acknowledged by support and shared with the Customer Success Manager to assess cost implications. An enhancement request was opened to determine if a custom report can be built. The product team is investigating the feasibility of implementing the proposed changes, with an upgrade planned for Upland Analytics after June 2024.","The enhancement request is to build a custom report that provides approver-level statistics on workflows, allowing users to see how many executions an individual has approved.",Neutral,,,,,,,,0
1476161,Open,2/23/2024 19:21,,Accounts being deleted,(2) Product Management Review,"Peckham, Inc.",5/16/2024 12:43,Low,"Roxanna Cabrera-Valdes reported an issue with the bulk import users feature, where previously created accounts were disappearing and the system no longer provided error messages for accounts that couldn't be created. Ab Aly from RightAnswers Support acknowledged the issue and noted that the system was designed not to show errors for re-added users unless the email was similar to an existing user. Roxanna insisted that the system used to provide error messages before a maintenance update. Ab Aly escalated the issue to the product team for consideration as an enhancement request.","The customer requests that the system should notify administrators if accounts cannot be created during bulk import and provide reasons for the failure, as it did before a recent maintenance update.",Frustrated and urgent,,,,,,,,0
1478284,On-hold,2/27/2024 18:18,,"Greater than and Less than symbols ( , ) don't display in comments",(4a) Under Consideration (Not Planned),PAR Technology,4/25/2024 9:41,Normal,"Mitzi Newland reported that greater than and less than symbols are not displaying in article comments in both development and production environments. Youssef Omar from RightAnswers Support explained that these characters are stripped out by default for security reasons, such as preventing Cross-Site Scripting attacks. A workaround was provided by encoding these characters. Jacob, another user, expressed dissatisfaction with the workaround, suggesting automation of the encoding process. Mitzi requested this suggestion be forwarded as an enhancement request. The request was acknowledged by the product team and added to their list of potential future enhancements.","The enhancement request is to automate the encoding of '<', '>', and '%' characters in article comments to improve user experience, as the current manual encoding process is not user-friendly for a large pool of authors.","The overall sentiment is mixed. Mitzi and Jacob expressed dissatisfaction with the current workaround, indicating urgency for a more user-friendly solution.",,,,,,,,0
1483872,Open,3/7/2024 1:16,,Enhance print-to-PDF functionality when solution links are present,(2) Product Management Review,PAR Technology,4/25/2024 9:44,Low,"A customer requested an enhancement to the print-to-PDF feature for offline use by field technicians. They suggested improvements to include linked solutions in the PDF, either by prompting users to select links, automatically appending them, or making links more visible. The request was acknowledged by Sakshi Jindal, who gathered additional information and forwarded it to the product team for review.","Enhance the print-to-PDF functionality to include linked solutions in the PDF, either by allowing users to select links to append, automatically appending them, or making links more visible.",Neutral,,,,,,,,0
1489841,Open,3/15/2024 14:30,,WorkFlow Pre-Expiry Notifications to Approvers,(2) Product Management Review,"Pfizer, Inc.",6/3/2025 11:52,Normal,"Ronald Decker from Pfizer Digital reported an issue after the 2023R2 upgrade where setting a value to 0 no longer disables pre-expiry notifications for approvers. Mohamed Gamal Elsayed from UplandSoftware confirmed this is by design and suggested raising an enhancement request (ER) to add a feature to disable these notifications. A workaround was attempted by setting the value to 9, but it was not satisfactory. The ER was submitted and reviewed by the product team.","The enhancement request is to add a setting in the Admin Console to enable or disable pre-expiry notifications for approvers, which was previously disabled by setting the value to 0 before the 2023R2 upgrade.","The overall sentiment is neutral. Ronald Decker expressed a need for a solution, and the support team was responsive in addressing the issue through an enhancement request.",,,,,,,,0
1491227,Open,3/18/2024 16:11,,FW: New Image Link-Type needed in Solution Manager,(2) Product Management Review,"Cox Communications, Inc.",6/23/2025 5:28,Normal,"John Fleming from Cox Communications reached out to Upland Support regarding an issue with the Solution Manager not accepting URLs for images that contain query strings. Aaron Harper, a Lead Software Engineer, explained that their partner's image hosting method results in URLs that do not fit the expected pattern, causing errors when inserting images. A workaround exists by editing the content as HTML to bypass validations. Upland Support acknowledged the request, checked internally, and planned to migrate to the tinymce images plugin, which supports the URL format. The request was sent to the product team for consideration on the roadmap.","The request is to enhance the Solution Manager to accept URLs for images that contain query strings, as the current setup results in errors when inserting such images.",Neutral to Positive,,,,,,,,0
1493307,Open,3/20/2024 19:01,,Loom video icon support,(2) Product Management Review,"Gusto, Inc",6/23/2025 6:22,Low,"Jeremy Person requested support for adding a video icon for Loom video embeds in the article list, similar to other video services. Ab Aly acknowledged the request and forwarded it to the product team for review. Siva Prasath Sivakumar confirmed that the Loom embed functionality works on other platforms and reassigned the ticket back to Ab Aly, clarifying that the issue is with the video icon display, not the embed functionality.","The enhancement request is to update the system so that the video icon appears for Loom video embeds in the article list, similar to how it appears for other video services like Wistia, Vimeo, and Canvas.",Neutral,,,,,,,,0
1493441,On-hold,3/20/2024 21:42,Medium,Enhancement requests : Prod -> Dev content sync,(4a) Under Consideration (Not Planned),"Gusto, Inc",6/23/2025 6:27,Normal,"The customer, represented by Ab Aly, submitted an enhancement request to automate the synchronization of content blocks and workgroups between development and production environments. The request was acknowledged and forwarded to the product team for review. Siva Prasath Sivakumar from the product management team responded, indicating that the request was added to a list of ideas and will be prioritized in future quarters.",The request is to automate the synchronization process of content blocks and workgroups between development and production environments using automation tools like cron jobs to improve efficiency and alignment without manual intervention.,Positive,,,,,,,,0
1497727,Open,3/27/2024 14:50,,Accessibility,,Centrica Plc / British Gas,6/12/2025 22:23,Normal,"Michelle Matheson from British Gas inquired about integrating an accessibility tool, Recite Me, into their Knowledge Hub. Youssef Omar from RightAnswers Support responded, asking if they wanted an iFrame or a button link. Michelle preferred a link directing users to the accessibility tool. Youssef mentioned this would require customization and passed the request to the internal team. Stephen Harley later suggested an alternative tool, Accessibe, which requires minimal development. Michelle expressed interest in exploring both options and requested quotes and integration details.","Michelle Matheson requests the integration of an accessibility tool, preferably Recite Me, into their Knowledge Hub. She is open to exploring both Recite Me and Accessibe, seeking quotes and integration timelines for both options.","Positive, with a moderate sense of urgency to explore and implement an accessibility solution.",,,,,,,,0
1497892,Open,3/27/2024 17:07,,Customization- Unified Product-Specific Conversation Guides,(2) Product Management Review,Centrica Plc / British Gas,6/23/2025 6:20,Normal,"Michelle Matheson requested a centralized solution to manage conversation guides for multiple products to reduce redundancy and complexity. The support team acknowledged the request, asked for more details, and scheduled a meeting to clarify requirements. After discussions, it was determined that the request would be treated as a customization rather than an enhancement. The request was forwarded to the product team for consideration in the product roadmap.","The request is to develop a centralized page where users can select specific products, and the system dynamically generates compliance scripts tailored to those products, reducing redundancy and improving user experience.",Positive,,,,,,,,0
1498040,Open,3/27/2024 19:35,,Product idea/sharing some interesting search term data...,(2) Product Management Review,"Gusto, Inc",6/23/2025 6:22,Normal,"Jeremy Person from Gusto contacted RightAnswers Support with an idea to enhance article visibility by suggesting keywords based on search term referral data. He proposed a tool that would allow article owners to add or remove suggested terms via AJAX, focusing on high-volume search terms. The request was acknowledged by Youssef Omar and forwarded to the product management team for consideration as an enhancement request (ER).","Jeremy's request is for a feature that suggests additional keywords or phrases to article owners based on search term referral data. The feature should allow users to accept or reject these suggestions with a click, focusing on high-volume search terms to ensure relevance.",Positive,,,,,,,,0
1520689,Open,5/1/2024 21:38,,Solution active report - view changes made,(2) Product Management Review,"Gusto, Inc",6/23/2025 6:21,Normal,"Jeremy Person from Gusto inquired about the ability to view specific changes made to articles in a solution history report. The support team informed him that there is no standard report for this but suggested using the compare tool in Solution Manager. Jeremy requested a formal enhancement for this feature, which was forwarded to the product team for consideration. The product team is exploring linking the compare tool to the admin interface and considering an AI-powered solution comparison tool.","Jeremy requested an enhancement to create a report that directly shows changes made to articles in the solution history, similar to a solution history report but with detailed change tracking.",Positive,,,,,,,,0
1523389,Open,5/6/2024 17:24,,Portal Group Settings not applied,(2) Product Management Review,"Celonis, Inc.",6/23/2025 6:20,Normal,"Michelle Stumpf reported issues with two settings, ShowAllStatusesByDefault and ShowKCSSearchSS, not functioning as expected for the Maven and SWAT portal groups. The ShowAllStatusesByDefault setting was not working for SWAT, and Maven lacked the status filter. Michelle requested that all content be displayed regardless of status and all statuses checked by default. Youssef Omar from support explained that the setting is only available for support agent groups, not self-service groups like Maven and SWAT. Michelle insisted this limitation was a bug, not an enhancement request. After internal discussions and a JIRA ticket, it was confirmed that the setting is designed for support agent portals, and any change would be treated as an enhancement request.","Michelle requests that the ShowAllStatusesByDefault setting be made available for self-service portals, allowing the 'All Statuses' option to be selected by default in the advanced search filter, similar to the support agent portal.",Frustrated and urgent,,,,,,,,0
1529068,On-hold,5/14/2024 16:24,,Increasing the Number of Taxonomies per Solution,(3) Needs Customer Feedback,Fiserv/First Data Corporation,6/23/2025 6:26,High,"Nicholis Priester requested the ability to add more than 5 taxonomies per solution in Solar, which is currently not possible without changes to the base code. The request was forwarded to the product team for consideration. Stephen Harley asked for more details on the use case, which Nicholis provided, explaining the need for aligning taxonomies with their reporting structure. Siva Prasath Sivakumar later confirmed that this enhancement is part of a long-term plan, with feasibility anticipated by the end of 2025.",The request is to enhance the system to allow more than 5 taxonomies per solution to align with the client's reporting structure and improve solution filtering using taxonomy with API calls.,Neutral with a sense of urgency due to the impact on their reporting structure and call handling efficiency.,,,,,,,,0
1548241,Open,6/11/2024 21:51,,Cntrl/CMD + F in SolutionManager 2024R1,(2) Product Management Review,"Gusto, Inc",6/23/2025 6:21,Normal,"Jeremy Person from Gusto requested a feature change in the 2024R1 release where the expand/collapse text feature is collapsed by default. He suggested adding a flag in the Admin Portal to set the default state of accordions. Youssef Omar from RightAnswers Support acknowledged the request, provided a workaround, and eventually agreed to raise an enhancement request with the product team.",The enhancement request is to add a feature in the Admin Portal or a TinyMCE config setting that allows companies to set whether accordions are expanded or collapsed by default.,Neutral,,,,,,,,0
1548968,Open,6/12/2024 18:58,,Save changes API endpoint,(2) Product Management Review,"Gusto, Inc",6/26/2024 15:42,Normal,"Jeremy Person from Gusto inquired about an API endpoint to track major and minor changes to articles. Mohamed Gamal Elsayed from RightAnswers Support responded, indicating that the current API does not support this feature and suggested it could be a custom implementation. Jeremy provided detailed requirements for an enhancement request, which was then forwarded to the product team for review.","Jeremy requests an API feature that surfaces changes made to articles, particularly major changes, to improve change management and communication with end users. The feature should allow users to annotate major saves and notify users of changes since their last visit.",Positive,,,,,,,,0
1551799,Open,6/17/2024 22:50,,Enhancement request: SolutionManager source code search,(2) Product Management Review,"Gusto, Inc",6/23/2025 5:28,Normal,"Jeremy Person from Gusto requested an enhancement for RightAnswers to allow users to search the source code of articles, not just the text. Currently, users must manually parse XML files or write custom reports to achieve this. Salma Essam from RightAnswers suggested using the 'Link Analysis External' report as a workaround, but Jeremy found it insufficient due to limitations like 403 errors and incorrect URL classifications. Jeremy still prefers the enhancement request to be pursued.",Jeremy requests an enhancement to enable searching the source code of articles directly within RightAnswers. This would allow users to find specific code snippets or links without manual parsing or custom reports.,"Jeremy's sentiment is neutral to slightly negative due to the limitations of the current workaround and the desire for a more robust solution. The urgency is moderate, as Jeremy continues to express interest in the enhancement despite the workaround.",,,,,,,,0
1556328,Open,6/25/2024 12:09,,Default User Add SM Role,(2) Product Management Review,Fiserv/First Data Corporation,6/23/2025 6:21,Normal,"Nicholis Priester from Fiserv/First Data Corporation requested a change in the default user role from 'Admin' to 'Author' when adding new users, as the current default role poses a security risk. Salma Essam from RightAnswers Support investigated the issue but found no immediate solution. Nicholis suggested raising it as an enhancement request rather than a customization. The request was forwarded to the product team for consideration.",The request is to change the default user role from 'Admin' to 'Author' when creating new user profiles to prevent accidental assignment of admin privileges.,"Neutral to slightly positive, with a sense of urgency due to security concerns.",,,,,,,,0
1558879,Open,6/27/2024 21:06,,getPortalGroupInfo Api is returning unassigned collections,(2) Product Management Review,Comcast Cable National Customer Operations,12/16/2024 5:27,Normal,"Ilir Hysko reported an issue where a newly created portal group without assigned collections was returning all collections when queried via the getPortalGroupInfo API. This behavior was consistent across development and production environments. The issue was escalated and discussed internally, and it was determined that the behavior was as per the original requirements. Comcast agreed to push any changes to future releases. The ticket was moved to the enhancement queue with a low priority.","The enhancement request is to change the behavior of the getPortalGroupInfo API so that if no collections are assigned to a portal group, it should not return all collections by default. This change is to be considered for future releases.",Neutral,,,,,,,,0
